sample_id,catalog_content,image_link,price
207295,"Item Name: ASSORTIT Premium Unwrapped Fun Sour Gummy Mix Candy Bulk Variety Pack 4.4 Lbs - Assorted Bulk Candies Tropical Fruit Gummies, Perfect For Parties And Candy Buffets (70.4 oz) Multi Shaped
Bullet Point 1: Sour Candy Bulk Variety: Each 4.4 Lbs Bulk Candy Pouch Contains An Adventurous Mix Of Sour Gummies Including Quirky Pacifiers, Sweet Watermelon Slices, Creepy Crawly Spiders, Classic Bears, And Fizzy Soda Pop Bottles. All In Flavors Like Strawberry, Orange, Lemon, Pineapple, Banana And Tutti Frutti For A Taste Sensation That Keeps You Coming Back For More.
Bullet Point 2: Unwrapped Chewy Candy Convenience: Enjoy The Convenience Of Loose Candies, Individually Unwrapped For Freshness Perfect For Snacking Straight From The Bag Or Creating Unique Candy Combinations.
Bullet Point 3: Pucker Up With Every Piece: Savor The Perfect Balance Of Sweet And Sour. Our Unique Blend Ensures A Zesty Tang In Every Bite, Perfect For Super Sour Candy Enthusiasts And Adults And Kids Alike.
Bullet Point 4: Party In A Bag Gummy Candy Snacking: From Pinata Candy Stuffers To Halloween Candy, Easter Candy, Birthdays And Kids Party Favors, Our Gummies Candy Caters To Every Event Christmas, And Beyond.
Bullet Point 5: Quality Gummy Candies : This Sour Candy Variety Pack Is Made With High Quality Ingredients Vidal's Sour Gummy Mix Mini Candy Guarantees A Tasty And Enjoyable Experience Every Time.
Product Description: Discover a world of tangy, tantalizing flavors with Vidal's Mega Sour Gummi Mix gummy candy bulk. This soft candy collection is bursting with sour and exotic tropical fruit tastes, offering an adventurous snacking experience. Packed in a large, resealable 4.4 lbs bag, it's an excellent choice for candy in bulk buyers looking to stock up on Halloween candy, fill Easter baskets, or enliven a Christmas candy spread. Whether you're hosting a party, planning a parade, or just craving a daily treat, our Mega Sour Gummi Mix has you covered. With unwrapped convenience each gummy promises a burst of tangy delight. Perfect for sharing with friends, family, coworkers, or military troops, our carefully curated candy selection ensures every piece is are well packaged in premium quality, resealable stand up bags with a clear window, perfect to keep in your pantry for convenient snacking and sharing. Save time with this wholesale size party bag, ideal for the break room or gifting during birthdays, holidays, or special occasions. Add a touch of color and fun to any gathering, from classroom finals to workplace celebrations. Share the love of candy with Vidal's Mega Sour Gummi candy variety pack bulk bag, a smart and delicious way to brighten any day nd satisfy you sweet tooth munches with sour fun size candy gummy fruity candy snack treats .
Value: 70.4
Unit: Ounce
",https://m.media-amazon.com/images/I/71ZOeK0rlIL.jpg,29.42
227755,"Item Name: Gourmet Chocolate Gift Baskets, Anniversary and Wedding Chocolate Gift Baskets For Women, Men, Husband, Wife, Him, Her By Dulcet Gift Baskets
Bullet Point 1: GOURMET FRESHNESS: Dulcet Gift Baskets takes the utmost care to ensure our customers great tasting freshly baked goods.
Bullet Point 2: DULCET GIFT BASKETS vs. OTHER GIFT BASKETS: You don't want your friend, family member, or loved one to receive melted chocalates, crushed food, old and stale food. This is what happens with many other gift baskets that aren't properly stored or preserved. All Dulcet Gift Baskets are kept in our facility in cold storage units until shipped. Let your loved one taste and smell the love with freshly preserved gourmet baked foods.
Bullet Point 3: GOURMET CHOCOLATE GIFT BASKETS, GOODIES & GIFTS: Nestled inside our classic gift box are goodies and gifts that will make your loved ones feel special. Gift features 5 Linzer Cookies, 4 Assorted Brownies - flavors include: Chocolate Chip Blondie, Chocolate Cheese, Chocolate Fudge, and/or Walnut, 1 Dz Heart-Filled Chocolates, 1 Tea Forte Herbal Assortment, 1 Gold Leaf Dusting Powder, 1 Thymes Hand lotion, and 2 RareEssence Scented Tin Candles.
Bullet Point 4: BEAUTIFUL PRESENTATION: Our baskets exude elegance and class. Each gift box is curated with ultimate care and attention to detail. Our classic baskets beside the signature Dulcet gift paper make for a beautiful presentation. 15 Counts per Pack.
Bullet Point 5: WAY TO HER HEART: Celebrate Valentine’s day with your loved one in spectacular taste. This Hearts & Happiness Gift Box features rich heart-shaped chocolates, snacks, and sweet gifts that’ll elicit feelings of warmth and love for your Sweetheart.
Bullet Point 6: FRESHNESS: Our goal is to bring you the very best in quality and design. Each Dulcet pastry is individually wrapped to ensure the utmost freshness. All of our amazing pastries are Kosher- OU D Certified. We have the right to change Products and Flavors upon availability for equal valued products.
Bullet Point 7: SATISFACTION: We love our present basket so much, and we're sure you will feel the same. What are you waiting for? Buy us with confidence!
Product Description: Celebrate your Sweetheart and make each day a Valentine's with our elegant Hearts & Happiness Gift Box. Nestled inside our classic maroon box you’ll find gourmet goodies and gifts like rich brownies, heart-shaped chocolates, lotion, and candles to make your loved one feel special. Each of our baked treats is hand-made with the finest local ingredients to ensure glee in each bite This Gift Box is an expression of you that surely will elicit feelings of love and warmth. Happy Valentine’s Day
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/61SigCznj2L.jpg,299.0
120605,"Item Name: Welcome Baby Boy or Girl! Baby Shower Popcorn Bags Gender Reveal Party Favor Gifts (20 Pack) (20-Pack, Welcome Baby Boy!)
Bullet Point 1: Welcome Baby Boy! Baby Shower Popcorn Bag/Favors
Bullet Point 2: Gourmet White & Baby Blue Popcorn (Sweet & Salty)
Bullet Point 3: 3 MONTH SHELF LIFE
Product Description: Welcome Baby Boy or Girl! Baby Shower Popcorn Bags. 20 Bags per box with our Gourmet White & Baby Blue Mix (Sweet & Salty). Great for Baby Showers & Gender Reveal Parties!
Value: 2.5
Unit: Ounce
",https://m.media-amazon.com/images/I/61bhwN0e2HL.jpg,48.0
152113,"Item Name: China Beauty Rings Tea (Loose) (8 oz, ZIN: 510605)
Bullet Point 1: China Beauty Rings Tea (Loose) (8 oz, ZIN: 510605)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: China Beauty Rings Tea (Loose) (8 oz, ZIN: 510605)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 8 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Green Tea
Value: 8.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71avwZEa9iL.jpg,526.32
71906,"Item Name: BLUE TEA - Chamomile Lavender Iced Tea (36 Tea Bags) | CALMING REFRESHMENT|| Herbal Tea - Caffeine Free - Flower Based - Vegan - Non-Bitter- Non-GMO- Natural Ingredients | Eco-Conscious Zipper Pack
Bullet Point 1: CALMING REFRESHMENT: Enjoy the tranquil combination of chamomile and lavender, offering a relaxing and refreshing iced tea experience.
Bullet Point 2: ANTIOXIDANT-RICH: Packed with antioxidants, our tea supports overall health and well-being, helping to combat free radicals and promote cellular health.
Bullet Point 3: 100% NATURAL: Enjoy our herbal Iced tea made solely from handpicked flowers, directly from the farm. No preservatives or artificial colors—just pure, natural goodness in every sip.""
Bullet Point 4: FARM FRESH: Our teas are carefully sourced from premium herbal ingredients and flowers from the farms, ensuring the highest quality and purity in every cup. Experience the essence of nature with each sip, directly from the source to your teacup.
Product Description: BLUE TEA -100% natural tea One of the healthiest herbal tea on earth. Exclusive Sun-Dried Chamomile and Lavender Flower Tea rich with Natural Antioxidants & Flavonoids. Hand-plucked & sun-dried on bamboo sheets for better taste and color. Chamomile Lavender tea is great for cleansing & detox.
Value: 36.0
Unit: Count
",https://m.media-amazon.com/images/I/61kmXFBeMaL.jpg,11.245
231665,"Item Name: Ann Clark Fuchsia Food Coloring Gel Extra Large 13.5 oz Professional Grade Made in USA
Bullet Point 1: Designed for the Culinary Professional: Extra large 13.5-ounce bottles of chef's-grade food coloring gel, ideal for commercial baking, decorating and culinary use.
Bullet Point 2: Vibrant Colors: Brighter, more concentrated food coloring for icing, frosting, cakes, cupcakes, and cookies. One bottle colors enough icing for over 600 two-layer cakes!
Bullet Point 3: Vivid Fuchsia Food Coloring: Delivers rich, beautiful color in a highly concentrated gel.
Bullet Point 4: Easy to Use: Our premium gel food coloring is easier to control, drop by drop, than low-quality liquid dyes. Blend the perfect shade with less mess and more precision!
Bullet Point 5: Allergen Free: No peanuts, tree nuts, gluten, eggs, dairy, soy, fish or shellfish. Non-GMO, Kosher, and vegan.
Bullet Point 6: Made in USA: Manufactured with pride to the highest food safety standards at Ann Clark’s production facility in Rutland, Vermont.
Product Description: Designed for the culinary professional, Ann Clark's extra large 13.5-ounce bottles of chef's-grade Vivid Fuchsia food coloring gel are ideal for commercial baking, decorating and culinary use. Made with pride in the USA.
Value: 13.5
Unit: Fl Oz
",https://m.media-amazon.com/images/I/81s+vls1-CL.jpg,19.99
134909,"Item Name: Royal Amber Osetra Caviar - Russian Sturgeon Roe - Giaveri Italian (16 ounce (450 grams))
Bullet Point 1: Grade #1 , malossol cured, high quality sturgeon roe
Bullet Point 2: Acipenser Gueldenstaedtii - Fresh, imported caviar produced from 100% Russian sturgeon
Bullet Point 3: Sustainably farmed, malossol cured, hand packed and quality checked for color, size, freshness, flavor and texture
Bullet Point 4: Medium to large pearls - amber color - Smooth, nutty and full-flavored, a signature Osetra taste profile
Product Description: Fine, royal amber roe from the Russian Sturgeon is essential for any caviar tasting. This Osetra, expertly crafted by the prestigious Giaveri farm in Italy, is no exception. Its medium sized beads with light brine flavor and fruity, nutty notes, make this a must try for lovers of true caviar.
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/31fGy7wOV7L.jpg,1280.0
229972,"Item Name: Boost Very High Calorie Nutritional Drink Very Vanilla, Made with Natural Vanilla Flavor & No Artificial Flavors, Colors & Sweeteners, 8 FL OZ (Pack of 24)
Product Description: Boost VHC - Very high calorie complete nutritional drink that provides 530 calories per 8 fl oz serving, 22 grams of protein, and 26 vitamins and minerals. The most calorically dense nutritionally complete oral beverage - 2.25 kcal/ml. Combines high calories with high protein to help preserve lean muscle mass and support weight goals. Best if served chilled. We recommend BOOST VHC drinks are chilled over ice for those that prefer a less thick drink.
Value: 192.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61ogIqKCJrL.jpg,79.65
84846,"Item Name: Wheat Montana Bronze Chief Hard Red Spring Wheat Berries, 50 Lb. Bag
Bullet Point: Non-GMO
Product Description: High quality wheat berries. The Hard Red Spring Wheat Berries make breads and baked goods that have a hearty texture that is dense and dark, giving them a traditional brown look.
Value: 800.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81AUi91h+tL.jpg,120.53
132024,"Item Name: APIHAUS MANUKA HONEY MGO 600 ACTIVE 16+ 1.1 LB
Bullet Point 1: 100% Natural
Bullet Point 2: The package Weight of the product is: 1.6pounds
Bullet Point 3: Color: amber
Bullet Point 4: The package dimension of the product is: 2""L x2""W x5""H
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/61H6urVSVBL.jpg,58.0
97834,"Item Name: Mento Pure Fresh Wintergreen Gum - 10 count box, 12 boxes per case
Value: 120.0
Unit: Count
",https://m.media-amazon.com/images/I/31rp6eVkCVL.jpg,241.165
272914,"Item Name: Topps Juicy Drop Pop, 18 count per pack -- 16 per case.
Product Description: Topps Juicy Drop Pop, 18 count per pack -- 16 per case. 0.92 Ounce, Laydown Box
Value: 16.0
Unit: Count
",https://m.media-amazon.com/images/I/71pIYhTtyoL.jpg,691.16
55042,"Item Name: Blendtopia Superfood Superberry Smoothie Pops
Bullet Point 1: CONVENIENT - an easy grab-and-go frozen snack
Bullet Point 2: CERTIFIED ORGANIC INGREDIENTS
Bullet Point 3: FUELED BY PROBIOTICS - each pop contains 2 billion CFUs of kid-safe probiotics - Plant-based, organic, certified non-GMO, gluten, soy, & dairy-free
Bullet Point 4: Plant-based, organic, certified non-GMO, gluten, soy, & dairy-free
Value: 10.5
Unit: Fl Oz
",https://m.media-amazon.com/images/I/81-78XhoqxL.jpg,6.99
147028,"Item Name: Pumpkin Pie Black Tea (Loose) (8 oz, ZIN: 535030)
Bullet Point 1: Our Pumpkin Pie Black Tea is a tasty flavored Black tea with Pumpkin Seed, Marigold and Ginger Root that has a refreshing taste that will impress you! The unique Pumpkin Pie taste is delicious! - Ingredients: Black tea, Pumpkin Seed, Marigold, Ginger Root and Natural Pumpkin Pie Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 8 oz
Bullet Point 5: Loose Leaf Black Tea - Packed in a convenient upright pouch!
Product Description: Our Pumpkin Pie Black Tea is a tasty flavored Black tea with Pumpkin Seed, Marigold and Ginger Root that has a refreshing taste that will impress you! The unique Pumpkin Pie taste is delicious! - Ingredients: Black tea, Pumpkin Seed, Marigold, Ginger Root and Natural Pumpkin Pie Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself. Steep for 5 minutes. Fill a serving pitcher with 1/4 cold water. Strain and pour the tea into the serving pitcher Add ice and top-up with cold water. Sweeten and garnish to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain
Value: 8.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81erOQKyGhL.jpg,24.29
291427,"Item Name: Sour Patch Kids, 2-Ounce Bags (Pack of 48)
Bullet Point 1: Pack of forty eight, 2-ounce bag (total of 96 ounce)
Bullet Point 2: Soft and chewy candy
Bullet Point 3: Sour then sweet
Bullet Point 4: Product of USA
Value: 96.0
Unit: oz
",https://m.media-amazon.com/images/I/61GKFf-ebZL.jpg,444.85
